Locus tag,Locus,log_fc,pvalue
Rv3039c,echA17,0.32704322954342663,0.2174
Rv2838c,rbfA,0.3272103365340291,0.2179
Rv2959c,,0.327533834719366,0.2764
Rv1829,,0.32924991934016845,0.2492
Rv1956,higA,0.3293232338523902,0.3715
Rv0484c,,0.33021444059894134,0.2632
Rv0975c,fadE13,0.3304754441201056,0.0961
Rv3279c,birA,0.332385045674431,0.2071
Rv2257c,,0.3337448329190918,0.23
Rv3850,,0.33540884242533897,0.5471
Rv2699c,,0.33564442048809645,0.2012
Rv1654,argB,0.3358731928753447,0.2874
Rv1691,,0.3359182391624696,0.5121
Rv0807,,0.33657500087400927,0.2574
Rv2744c,35kd_ag,0.336624883730056,0.1541
Rv0332,,0.3366943658127179,0.2161
Rv1151c,,0.33677100317032166,0.4229
Rv1843c,guaB1,0.3370046956094521,0.0809
Rv2613c,,0.3372551173918779,0.257
Rv2650c,,0.33939593365241305,0.1
Rv3525c,,0.3394417253335415,0.2474
Rv2445c,ndkA,0.3394615556238276,0.3454
Rv2196,qcrB,0.34127152509043973,0.2634
Rv2747,argA,0.34177595526030685,0.2757
Rv2771c,,0.34453963373143365,0.3237
Rv0586,mce2R,0.34695681851737536,0.1529
Rv2419c,gpgP,0.34747638230005073,0.308
Rv3922c,,0.34805089665410865,0.4188
Rv3755c,,0.3484813224922104,0.3253
Rv3600c,,0.35059371748888024,0.2227
Rv0145,,0.35071056377206394,0.3543
Rv2520c,,0.35088847787236077,0.6268
Rv2110c,prcB,0.35136828653620455,0.1295
Rv2716,,0.35197678185488246,0.2626
Rv0208c,,0.3528353677461424,0.1648
Rv2776c,,0.35419853263553647,0.6599
Rv3544c,fadE28,0.35499820229220697,0.0753
Rv2220,glnA1,0.3558618794316723,0.1095
Rv0830,,0.35601774823165605,0.1146
Rv0383c,,0.3573090596281463,0.3741
Rv0687,,0.3573422757206169,0.0712
Rv1676,,0.3576852509351311,0.2803
Rv1056,,0.3585853254297139,0.24
Rv0384c,clpB,0.359410588467455,0.0476
Rv2759c,vapC42,0.3600103560635559,0.2908
Rv2695,,0.36208292705905587,0.0153
Rv2606c,snzP,0.3623133351544808,0.0714
Rv1479,moxR1,0.3636197374003629,0.0958
Rv1546,,0.3641618424206789,0.2689
Rv1855c,,0.3655191818297556,0.2365
Rv0363c,fba,0.36594820557015156,0.0131
Rv0802c,,0.36640594009053196,0.3293
Rv2790c,ltp1,0.36791940171033205,0.1739
Rv3764c,tcrY,0.36809338852809753,0.1745
Rv0513,,0.3681988765343966,0.5349
Rv1874,,0.3682218168790199,0.2916
Rv1780,,0.36911968413735674,0.1742
Rv3759c,proX,0.3693986056139999,0.1366
Rv2383c,mbtB,0.37115970259215053,0.1946
Rv0652,rplL,0.37356590620435126,0.1674
Rv2983,,0.37496510736899746,0.2533
Rv3093c,,0.37504973996685387,0.207
Rv3463,,0.3754941970767582,0.1905
Rv3538,,0.37579740515487814,0.178
Rv0711,atsA,0.3758448772043759,0.0508
Rv0181c,,0.3758580098558877,0.3572
Rv3838c,pheA,0.37633781785196474,0.1122
Rv0475,hbhA,0.37693009673955147,0.1033
Rv1287,,0.37695032668960593,0.2697
Rv0973c,accA2,0.3789346476092645,0.1278
Rv0311,,0.37948958548557793,0.3326
Rv2573,,0.38030171228192433,0.7757
Rv3400,,0.38235828958782525,0.1523
Rv1643,rplT,0.3826445771595648,0.209
Rv0681,,0.3831937603766896,0.229
Rv1249c,,0.38451977886663635,0.3207
Rv3717,,0.3857883693134163,0.3285
Rv2453c,mobA,0.3875717564622417,0.254
Rv1687c,,0.3878705075652496,0.1896
Rv2919c,glnB,0.3888085695686829,0.3538
Rv3865,espF,0.38901426250111615,0.2888
Rv0854,,0.39060874685940306,0.2055
Rv1484,inhA,0.39190037050117593,0.1935
Rv0417,thiG,0.39363506595227205,0.0187
Rv3510c,,0.3964137709043345,0.1434
Rv0414c,thiE,0.3967697552141897,0.2179
Rv3094c,,0.39685103393567384,0.155
Rv1992c,ctpG,0.3980332754817572,0.1296
Rv3748,,0.4000930782189172,0.3082
Rv0016c,pbpA,0.4003953781013302,0.3638
Rv3702c,egtC,0.4018608628636671,0.197
Rv0134,ephF,0.4018834647798096,0.1724
Rv2872,vapC43,0.4039858026575346,0.358
Rv0429c,def,0.40406926619326783,0.1215
Rv1607,chaA,0.40408090825923904,0.2799
Rv1334,mec,0.40475922479734244,0.2755
Rv3902c,,0.40476116791307304,0.1843
Rv0202c,mmpL11,0.4048363288994411,0.3537
Rv2182c,,0.40528024865780116,0.3967
Rv2496c,bkdB,0.40552207464644274,0.2463
Rv1390,rpoZ,0.40799494381049567,0.2478
Rv2486,echA14,0.40813116937727056,0.2304
Rv0999,,0.40819308756396466,0.4248
Rv0241c,htdX,0.4121336302401032,0.2812
Rv1332,,0.41220013873421024,0.1668
Rv3557c,,0.4134210688857855,0.3091
Rv0238,,0.41363137196331845,0.1936
Rv3268,,0.41408000518211974,0.1536
Rv2234,ptpA,0.414813166077135,0.8358
Rv0157,pntB,0.41488170722090606,0.1465
Rv0052,,0.4160529061955394,0.3021
Rv1448c,tal,0.4180358940875324,0.0629
Rv2495c,bkdC,0.4185089783058234,0.0724
Rv0385,,0.42078350434486944,0.3256
Rv3160c,,0.4207913007049686,0.1473
Rv0048c,,0.42138815238743615,0.2341
Rv2166c,,0.4215131289720744,0.4314
Rv0314c,,0.4243867238649986,0.6761
Rv1944c,,0.42583624604479164,0.3051
Rv3699,,0.42603581760673376,0.1729
Rv0254c,cobU,0.4267663504415668,0.3241
Rv1367c,,0.4274007497237044,0.2263
Rv2035,,0.4324592665452395,0.2551
Rv2534c,efp,0.4350400183757103,0.2104
Rv2460c,clpP2,0.4353565201073466,0.2083
Rv0406c,,0.43547514629106554,0.2247
Rv2801c,mazF9,0.4393946863219255,0.1439
Rv1408,rpe,0.440262673960442,0.1877
Rv0539,,0.44063853822676685,0.2797
Rv0632c,echA3,0.4437209499966643,0.2301
Rv1439c,,0.44722891349686683,0.3373
Rv0229c,,0.448825442267948,0.1746
Rv0466,,0.4490011924521782,0.1713
Rv1566c,,0.44907162351534513,0.1587
Rv0549c,vapC3,0.4492675912569424,0.3012
Rv2018,,0.4507909895099423,0.2017
Rv3456c,rplQ,0.45200790226427495,0.2344
Rv0187,,0.45406652279841514,0.2054
Rv2941,fadD28,0.45611427202317245,0.0428
Rv0351,grpE,0.45680898057642205,0.0712
Rv3203,lipV,0.4574503781350383,0.0948
Rv3781,rfbE,0.45897117452337727,0.0657
Rv0291,mycP3,0.46171974457250237,0.1153
Rv0284,eccC3,0.46242437728620983,0.219
Rv2473,,0.4630818273606353,0.3625
Rv3768,,0.4631488014550984,0.4082
Rv2683,,0.46473295571613654,0.2148
Rv3866,espG1,0.46481931459852954,0.2294
Rv3054c,,0.4648308133998604,0.1614
Rv2789c,fadE21,0.46679096439053364,0.1228
Rv2016,,0.4672996282519317,0.5543
Rv0676c,mmpL5,0.46969433125018256,0.201
Rv3278c,,0.46971240674248804,0.2707
Rv3716c,,0.47117004865535833,0.1648
Rv3763,lpqH,0.471194559231545,0.4595
Rv1060,,0.47159654280162483,0.2653
Rv0683,rpsG,0.4721271914081733,0.2332
Rv0164,TB18.5,0.47221679628346647,0.2889
Rv2052c,,0.4728829834113648,0.0587
Rv0563,htpX,0.47314625754339856,0.2348
Rv3095,,0.4735246518822081,0.1276
Rv1265,,0.4741216267557312,0.2066
Rv1220c,,0.4745574403364428,0.1305
Rv1275,lprC,0.4776355097433671,0.261
Rv0207c,,0.47887271469349385,0.0693
Rv2054,,0.47963125783055033,0.135
Rv0686,,0.48001548274801203,0.1777
Rv0078A,,0.48009561972605463,0.1635
Rv1875,,0.48013357401452383,0.2483
Rv1014c,pth,0.4809599288155615,0.3637
Rv2149c,yfiH,0.481596704030248,0.1156
Rv1438,tpi,0.4822413972536763,0.1143
Rv2614A,,0.4822413972536763,0.1143
Rv2588c,yajC,0.48309970891524673,0.3343
Rv2197c,,0.488911182379976,0.4035
Rv3688c,,0.48930950141777046,0.2366
Rv1225c,,0.49152025808198135,0.3254
Rv0817c,,0.49158253230778254,0.1173
Rv0478,deoC,0.49259958891887784,0.1664
Rv0769,,0.4931822028729496,0.0856
Rv1603,hisA,0.4942767031398804,0.1988
Rv3888c,,0.4946113156152905,0.1478
Rv2295,,0.49730066116934574,0.1861
Rv2922A,acyP,0.49943822443612773,0.0847
Rv3066,,0.5000304054341684,0.0408
Rv3583c,,0.5022452179949808,0.1428
Rv1685c,,0.5048849563881742,0.2978
Rv3368c,,0.5063297802947752,0.1735
Rv0733,adk,0.5092736478504495,0.095
Rv0481c,,0.5104480244321365,0.2615
Rv2497c,bkdA,0.5123836919371187,0.1255
Rv2612c,pgsA1,0.5145877803766621,0.2416
Rv2675c,,0.515176115826206,0.1154
Rv1846c,blaI,0.5156027851349925,0.1438
Rv3365c,,0.5158186417499534,0.3502
Rv1221,sigE,0.5159545661146931,0.1473
Rv3243c,,0.5172763908041792,0.1694
Rv0786c,,0.5177704874344007,0.2548
Rv2533c,nusB,0.5218146215951507,0.1867
Rv3050c,,0.521856622808994,0.114
Rv1471,trxB1,0.5232849066813394,0.0962
Rv2969c,,0.5234622906962831,0.1807
Rv0421c,,0.5256600158808715,0.1022
Rv0432,sodC,0.5285592035928364,0.0876
Rv2740,ephG,0.5296508848462409,0.2442
Rv2114,,0.530175715552584,0.0817
Rv2765,,0.5317627421613487,0.0666
Rv0540,,0.5318120413733893,0.0764
Rv1465,,0.538486358281501,0.0949
Rv1341,,0.5389455222959774,0.0944
Rv3443c,rplM,0.5438602981063458,0.2375
Rv3920c,,0.5439948202653889,0.0112
Rv2176,pknL,0.5442237232925168,0.2599
Rv2700,,0.544750277348453,0.2002
Rv0138,,0.5452943817778408,0.0278
Rv2203,,0.5471958328033117,0.22
Rv0464c,,0.5481431175848624,0.1847
Rv3588c,canB,0.5523285020459489,0.1335
Rv2658c,,0.5524081182330582,0.2518
Rv0981,mprA,0.554051207251876,0.2037
Rv3662c,,0.5564332348269087,0.0717
Rv1404,,0.5580562987742749,0.1687
Rv2933,ppsC,0.5581775148220663,0.0475
Rv2464c,,0.5591316752837802,0.5906
Rv0604,lpqO,0.559287829688056,0.2382
Rv0249c,,0.5612064794429549,0.2454
Rv2120c,,0.5615746079963034,0.0784
Rv1481,,0.5618774053227118,0.0289
Rv0468,fadB2,0.5662759685698968,0.0333
Rv2882c,frr,0.5695901860083901,0.0717
Rv1526c,,0.5698381708236652,0.029
Rv2148c,,0.571616290828611,0.1895
Rv0678,,0.5738066463555533,0.2111
Rv2728c,,0.5739349841538354,0.0849
Rv1827,garA,0.5739480456826767,0.1108
Rv1447c,zwf2,0.575018103628784,0.006
Rv1159A,,0.5770889723969221,0.1166
Rv1445c,devB,0.5778073955021976,0.07
Rv1016c,lpqT,0.5788318032167301,0.1925
Rv0445c,sigK,0.578985007496661,0.2465
Rv1192,,0.5794439540622112,0.0374
Rv2373c,dnaJ2,0.5794622279225412,0.1358
Rv0530,,0.5804008821623752,0.0234
Rv1628c,,0.5806887297860007,0.1067
Rv3584,lpqE,0.5814431060028941,0.2428
Rv3530c,,0.5825087555681395,0.236
Rv1598c,,0.5827372399978452,0.1673
Rv3547,ddn,0.5838695986762301,0.111
Rv0382c,pyrE,0.5839218852468003,0.1955
Rv1347c,mbtK,0.5919148752554437,0.1167
Rv0974c,accD2,0.59451670635877,0.0127
Rv1274,lprB,0.595079776175228,0.0247
Rv2179c,,0.5994884258242545,0.288
Rv0067c,,0.6013197235285052,0.3214
Rv1608c,bcpB,0.6024565895140173,0.1212
Rv2840c,,0.6034469155046494,0.2403
Rv3713,cobQ2,0.6048206915498736,0.2869
Rv2358,smtB,0.6072248187485251,0.1405
Rv2185c,TB16.3,0.608780161302157,0.1005
Rv2171,lppM,0.6092759765694941,0.5255
Rv2743c,,0.6101051781877179,0.0506
Rv0905,echA6,0.6101152798074242,0.1275
Rv2232,ptkA,0.6108549288364117,0.2134
Rv1746,pknF,0.6123194519141928,0.091
Rv3773c,,0.6161480516321428,0.1368
Rv1477,ripA,0.6180182509178723,0.0248
Rv0866,moaE2,0.6223629302229854,0.1849
Rv2990c,,0.6227546189437622,0.1323
Rv1346,mbtN,0.6285447498670246,0.1121
Rv3780,,0.629627097528123,0.0454
Rv1377c,,0.6315579094757183,0.1416
Rv0580c,,0.6323293192601624,0.1366
Rv3101c,ftsX,0.6333363302120738,0.2919
Rv1989c,,0.633618492996214,0.1894
Rv1856c,,0.6356806369019847,0.0966
Rv0984,moaB2,0.6360045769891447,0.0755
Rv1155,,0.6377500619336878,0.2312
Rv0292,eccE3,0.638557853098237,0.1147
Rv2940c,mas,0.6454036210976553,0.0461
Rv1261c,,0.6478685982159974,0.1301
Rv0638,secE1,0.6518420166213253,0.2028
Rv2710,sigB,0.6557620829789469,0.0629
Rv0307c,,0.6576674108813946,0.1902
Rv3765c,tcrX,0.6604949356951572,0.1047
Rv2461c,clpP1,0.661268839709626,0.0721
Rv3607c,folB,0.6624351503309266,0.2087
Rv2063A,mazF7,0.6723833531399386,0.1479
Rv0431,,0.6741492186974231,0.063
Rv2554c,,0.674406380697233,0.0882
Rv3483c,,0.6778047982782726,0.1007
Rv0738,,0.6801674734196835,0.0558
Rv2080,lppJ,0.6803811922998494,0.1987
Rv0200,,0.6807203517511895,0.1902
Rv0443,,0.68537322660687,0.0795
Rv0677c,mmpS5,0.688183426311589,0.1411
Rv3830c,,0.6883120486324805,0.0753
Rv2061c,,0.6888789819485204,0.1439
Rv2778c,,0.6892735538520183,0.1119
Rv1080c,greA,0.6905821367952341,0.0208
Rv3880c,espL,0.6914004810726166,0.0306
Rv0835,lpqQ,0.6917047779560128,0.0863
Rv0566c,,0.6957214979578278,0.0376
Rv0009,ppiA,0.6988897069201966,0.0553
Rv0451c,mmpS4,0.6990781867182755,0.6
Rv3864,espE,0.6996446925457297,0.0499
Rv1301,,0.7096568960845486,0.0361
Rv3369,,0.7102160276239553,0.1491
Rv1306,atpF,0.7134231909022831,0.1778
Rv3247c,tmk,0.7169638534508983,0.1311
Rv1826,gcvH,0.7179028773294271,0.1874
Rv2145c,wag31,0.7228605404692875,0.0468
Rv0577,TB27.3,0.7235732238957656,0.0506
Rv2239c,,0.7245226019734158,0.1177
Rv1778c,,0.7249111574484084,0.0818
Rv1592c,,0.7268434049841067,0.0734
Rv1571,,0.7334913299244461,0.1766
Rv3914,trxC,0.7365721378413478,0.0403
Rv3482c,,0.7385200597134186,0.2009
Rv1446c,opcA,0.7390941994075026,0.028
Rv0056,rplI,0.739405575201773,0.093
Rv3623,lpqG,0.7425264709783967,0.1314
Rv3551,,0.7438248254361788,0.2628
Rv3628,ppa,0.750136909968311,0.0432
Rv0361,,0.7509449092689908,0.0146
Rv1854c,ndh,0.7510356271230236,0.0107
Rv0146,,0.754378512930747,0.0252
Rv1762c,,0.7559630889943023,0.1722
Rv1636,TB15.3,0.7601661941271822,0.063
Rv0047c,,0.7606845926521667,0.0118
Rv1109c,,0.765351669986678,0.0791
Rv1219c,,0.7704949416221623,0.0591
Rv0710,rpsQ,0.7779958375468862,0.0732
Rv3281,accE5,0.7828248723989206,0.0091
Rv1218c,,0.7861557114081579,0.0105
Rv2465c,rpiB,0.7916124479780298,0.0844
Rv1234,,0.7922857048820742,0.1634
Rv2909c,rpsP,0.7923805797263748,0.0583
Rv1991c,mazF6,0.7960706082960707,0.3312
Rv3133c,devR,0.7963519736438127,0.3018
Rv0342,iniA,0.7985805783625238,0.0584
Rv3678c,,0.8041850462930484,0.0619
Rv2883c,pyrH,0.8239358416632583,0.0177
Rv3718c,,0.8241021031398552,0.0633
Rv3608c,folP1,0.8259882664108303,0.0632
Rv0133,,0.8382079911967888,0.0508
Rv0245,,0.8431697501389215,0.1287
Rv1677,dsbF,0.8444364459260786,0.1339
Rv1045,,0.8486135928211361,0.043
Rv1101c,,0.8494356222963382,0.3372
Rv1890c,,0.8563181424991575,0.0312
Rv1025,,0.8617837314908562,0.0561
Rv0008c,,0.8660844576394974,0.1414
Rv0078,,0.8697632986545382,0.2306
Rv3788,,0.8718185574248095,0.011
Rv2945c,lppX,0.8757191901360638,0.0442
Rv2949c,,0.8757893383377527,0.0859
Rv2616,,0.8779108354338716,0.0722
Rv1078,,0.8806122355157014,0.0228
Rv3802c,,0.8859180707452209,0.0757
Rv1412,ribC,0.8937905529142058,0.0269
Rv2932,ppsB,0.9073353290085165,0.009
Rv0316,,0.9103736298902446,0.0026
Rv2094c,tatA,0.9206213441465994,0.0404
Rv1897c,,0.9244767951745063,0.1061
Rv2372c,,0.9291376009527854,0.3015
Rv2379c,mbtF,0.9341841945678303,0.0037
Rv0598c,vapC27,0.9536621373021911,0.1301
Rv3104c,,0.9552982923523493,0.2819
Rv0971c,echA7,0.9624398722474586,0.0206
Rv0343,iniC,0.9774464855125112,0.0361
Rv1558,,0.9827151463852585,0.0277
Rv2172c,,0.9843355196294377,0.0148
Rv1748,,0.9975072494359181,0.0585
Rv2931,ppsA,0.9982481519231139,0.0101
Rv2913c,,1.0035118260982003,0.0813
Rv2556c,,1.0108651988138382,0.0573
Rv1411c,lprG,1.0212018660101987,0.0336
Rv1857,modA,1.0245366159596199,0.0027
Rv2380c,mbtE,1.0401382116779954,0.011
Rv2468c,,1.0457311578190258,0.1349
Rv2930,fadD26,1.0479666864455068,0.0276
Rv3669,,1.0674210273417883,0.1735
Rv2527,vapC17,1.0865889725746545,0.0497
Rv1498A,,1.0949401248963395,0.005
Rv1899c,lppD,1.1187784666025824,0.0346
Rv0190,,1.1615702907481937,0.0779
Rv1244,lpqZ,1.1809566322207965,0.0099
Rv2194,qcrC,1.2052002216060642,0.1132
Rv1987,,1.2431406148800215,0.0902
Rv3142c,,1.2732704755578101,0.0334
Rv2378c,mbtG,1.285925514910906,0.1072
Rv1304,atpB,1.2976272352020295,0.0323
Rv2055c,rpsR2,1.3091531528958804,0.2098
Rv3867,espH,1.3562854893625884,0.001
Rv1129c,,1.3841862201029458,0.0007
Rv3753c,,1.3988006900749894,0.038
Rv1072,,1.414729909499081,0.2518
Rv1216c,,1.4432564989705905,0.0346
Rv2043c,pncA,1.459496380621258,0.0171
Rv1209,,1.5283667525574733,0.0109
Rv2256c,,1.5951128624080717,0.0134
Rv0251c,hsp,1.6492095657818011,0.0777
Rv1466,,1.6631131183746135,0.0098
Rv0969,ctpV,1.7082127659758695,0.0004
Rv0467,icl1,1.7609537582273302,0.0188
Rv2429,ahpD,1.778534695903264,0.0049
Rv0106,,1.8889254350252946,0.0004
Rv0968,,1.9503046011921132,0.0014
Rv2775,,1.994238355686979,0.0162
Rv3687c,rsfB,2.0534887909163246,0.1489
Rv0280,PPE3,2.0586598680779677,0.0083
Rv0301,vapC2,2.2435912527347286,0.0006
Rv1130,prpD,2.7056062245183123,0.0043
Rv1131,prpC,2.7213384145479664,0.0209
Rv0967,csoR,2.7854724334082497,0.0044
Rv0341,iniB,3.032686977823883,0.0203
Rv1487,,3.2220109143631537,0.0769
Rv2428,ahpC,3.2250982472796483,0.0027
